evidence_id,source_dataset,source_reference,source_locator,hurdat_storm_id,candidate_hurdat_ids,match_status,affected_country,affected_country_code,evidence_date,event_name,evidence_type,chn_original_category,hurdat_original_category,conflict_flag,adopted_category,no_affected,total_affected,provenance_class,notes
CHN-MYBS-19950823-066,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:66,AL111995,AL111995,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1995-08-23,JERRY,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYBS-19990922-067,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:67,AL101999,AL101999,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1999-09-22,HARVEY,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYBS-20050825-068,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:68,AL122005,AL122005,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2005-08-25,KATRINA,CHN_EXPLICIT_WITHIN_60_NM,H1,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYBS-20100723-069,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:69,AL032010,AL032010,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2010-07-23,BONNIE,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYBS-20100930-070,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:70,AL162010,AL162010,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2010-09-30,NICOLE,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYBS-20161006-071,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:71,AL142016,AL142016,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2016-10-06,MATTHEW,CHN_EXPLICIT_WITHIN_60_NM,H4,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-19700926-043,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:43,AL161970,AL161970,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1970-09-26,GRETA,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-19731020-044,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:44,AL161973,AL161973,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1973-10-20,GILDA,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-19790902-045,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:45,AL091979,AL091979,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1979-09-02,DAVID,CHN_EXPLICIT_WITHIN_60_NM,H1,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-19810508-046,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:46,AL031981,AL031981,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1981-05-08,ARLENE,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-19811106-047,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:47,AL211981,AL211981,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1981-11-06,KATRINA,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-19950801-048,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:48,AL051995,AL051995,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1995-08-01,ERIN,CHN_EXPLICIT_WITHIN_60_NM,H1,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-19961019-049,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:49,AL121996,AL121996,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1996-10-19,LILI,CHN_EXPLICIT_WITHIN_60_NM,H2,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-20040903-050,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:50,AL062004,AL062004,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2004-09-03,FRANCES,CHN_EXPLICIT_WITHIN_60_NM,H3,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-20050824-051,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:51,AL122005,AL122005,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2005-08-24,KATRINA,CHN_EXPLICIT_WITHIN_60_NM,TS,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-20050919-052,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:52,AL182005,AL182005,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2005-09-19,RITA,CHN_EXPLICIT_WITHIN_60_NM,TS,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-20100722-053,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:53,AL032010,AL032010,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2010-07-22,BONNIE,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-20110825-054,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:54,AL092011,AL092011,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2011-08-25,IRENE,CHN_EXPLICIT_WITHIN_60_NM,H2,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-20121025-055,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:55,AL182012,AL182012,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2012-10-25,SANDY,CHN_EXPLICIT_WITHIN_60_NM,H2,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-20151002-056,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:56,AL112015,AL112015,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2015-10-02,JOAQUIN,CHN_EXPLICIT_WITHIN_60_NM,H4,H4,NO,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYEG-20161006-057,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYEG_ALL_ISL,MYEG_all_isl.htm:storm_row:57,AL142016,AL142016,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2016-10-06,MATTHEW,CHN_EXPLICIT_WITHIN_60_NM,H3,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19510518-059,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:59,AL021951,AL021951,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1951-05-18,ABLE,CHN_EXPLICIT_WITHIN_60_NM,H1,H1,NO,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19531005-060,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:60,,AL101953|AL111953,AMBIGUOUS,Bahamas,BHS,1953-10-05,UNNAMED,CHN_EXPLICIT_WITHIN_60_NM,TS,,,,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19591019-061,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:61,AL111959,AL111959,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1959-10-19,JUDITH,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19661004-062,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:62,AL091966,AL091966,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1966-10-04,INEZ,CHN_EXPLICIT_WITHIN_60_NM,H1,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19720906-063,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:63,AL131972,AL131972,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1972-09-06,DAWN,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19741007-064,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:64,AL181974,AL181974,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1974-10-07,UNNAMED,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19790903-065,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:65,AL091979,AL091979,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1979-09-03,DAVID,CHN_EXPLICIT_WITHIN_60_NM,H2,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19840927-066,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:66,AL151984,AL151984,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1984-09-27,ISIDORE,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19871013-067,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:67,AL131987,AL131987,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1987-10-13,FLOYD,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19911016-068,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:68,AL091991,AL091991,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1991-10-16,FABIAN,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19950801-069,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:69,AL051995,AL051995,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1995-08-01,ERIN,CHN_EXPLICIT_WITHIN_60_NM,H1,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19950823-070,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:70,AL111995,AL111995,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1995-08-23,JERRY,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19981105-071,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:71,AL131998,AL131998,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1998-11-05,MITCH,CHN_EXPLICIT_WITHIN_60_NM,TS,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-19990922-072,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:72,AL101999,AL101999,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1999-09-22,HARVEY,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-20040905-073,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:73,AL062004,AL062004,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2004-09-05,FRANCES,CHN_EXPLICIT_WITHIN_60_NM,H2,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-20040925-074,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:74,AL112004,AL112004,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2004-09-25,JEANNE,CHN_EXPLICIT_WITHIN_60_NM,H3,H3,NO,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-20050825-075,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:75,AL122005,AL122005,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2005-08-25,KATRINA,CHN_EXPLICIT_WITHIN_60_NM,TS,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-20100930-076,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:76,AL162010,AL162010,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2010-09-30,NICOLE,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-20110718-077,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:77,AL022011,AL022011,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2011-07-18,BRET,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-20110807-078,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:78,AL052011,AL052011,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2011-08-07,EMILY,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYGF-20161006-079,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:79,AL142016,AL142016,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2016-10-06,MATTHEW,CHN_EXPLICIT_WITHIN_60_NM,H4,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-19500824-028,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:28,AL021950,AL021950,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1950-08-24,BAKER,CHN_EXPLICIT_WITHIN_60_NM,TS,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-19541013-029,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:29,AL141954,AL141954,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1954-10-13,HAZEL,CHN_EXPLICIT_WITHIN_60_NM,H2,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-19550913-030,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:30,AL091955,AL091955,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1955-09-13,HILDA,CHN_EXPLICIT_WITHIN_60_NM,H1,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-19590922-031,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:31,AL081959,AL081959,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1959-09-22,GRACIE,CHN_EXPLICIT_WITHIN_60_NM,TS,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-19600919-032,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:32,AL071960,AL071960,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1960-09-19,FLORENCE,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-19631009-033,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:33,AL071963,AL071963,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1963-10-09,FLORA,CHN_EXPLICIT_WITHIN_60_NM,H1,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-19790901-034,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:34,AL091979,AL091979,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1979-09-01,DAVID,CHN_EXPLICIT_WITHIN_60_NM,TS,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-19851118-035,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:35,AL131985,AL131985,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1985-11-18,KATE,CHN_EXPLICIT_WITHIN_60_NM,H1,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-19870923-036,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:36,AL121987,AL121987,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1987-09-23,EMILY,CHN_EXPLICIT_WITHIN_60_NM,TS,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-20040918-037,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:37,AL112004,AL112004,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2004-09-18,JEANNE,CHN_EXPLICIT_WITHIN_60_NM,TS,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-20071029-038,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:38,AL162007,AL162007,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2007-10-29,NOEL,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-20080902-039,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:39,AL082008,AL082008,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2008-09-02,HANNA,CHN_EXPLICIT_WITHIN_60_NM,H1,H1,NO,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-20080907-040,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:40,AL092008,AL092008,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2008-09-07,IKE,CHN_EXPLICIT_WITHIN_60_NM,H3,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-20101106-041,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:41,AL212010,AL212010,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2010-11-06,TOMAS,CHN_EXPLICIT_WITHIN_60_NM,TS,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-20110824-042,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:42,AL092011,AL092011,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2011-08-24,IRENE,CHN_EXPLICIT_WITHIN_60_NM,H3,H3,NO,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-20161005-043,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:43,AL142016,AL142016,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2016-10-05,MATTHEW,CHN_EXPLICIT_WITHIN_60_NM,H4,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYIG-20170908-044,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL,MYIG_all_isl.htm:storm_row:44,AL112017,AL112017,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,2017-09-08,IRMA,CHN_EXPLICIT_WITHIN_60_NM,H4,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYNN-19521026-041,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL,MYNN_all_isl.htm:storm_row:41,AL101952,AL101952,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1952-10-26,FOX,CHN_EXPLICIT_WITHIN_60_NM,H1,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYNN-19581007-042,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL,MYNN_all_isl.htm:storm_row:42,AL101958,AL101958,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1958-10-07,JANICE,CHN_EXPLICIT_WITHIN_60_NM,H1,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYNN-19611018-043,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL,MYNN_all_isl.htm:storm_row:43,AL081961,AL081961,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1961-10-18,GERDA,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYNN-19650907-044,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL,MYNN_all_isl.htm:storm_row:44,AL031965,AL031965,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1965-09-07,BETSY,CHN_EXPLICIT_WITHIN_60_NM,H3,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYNN-19661004-045,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL,MYNN_all_isl.htm:storm_row:45,AL091966,AL091966,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1966-10-04,INEZ,CHN_EXPLICIT_WITHIN_60_NM,H1,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MYNN-19741006-046,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL,MYNN_all_isl.htm:storm_row:46,AL181974,AL181974,CONFIRMED_EXACT_NAME_DATE,Bahamas,BHS,1974-10-06,UNNAMED,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
