case_id,simulation_id,sample_index,input_sha256,algorithm_identity,implementation_revision,status,certificate_status,first_stage_sha256,Q,F,z,T_COST,worst_scenario,result_sha256,row_sha256,full_exact_certification_calls,complete_full_exact_certification_calls,witness_gated_retry_count,full_certification_witness_retry_count,candidate_witness_retry_count,scaled_retry_optimal_count,mapped_back_validation_pass_count,evidence_sha256
E2A_VACCINE_H0,LA-0985,985,c79ae8420df188e9e1b105ad7716f6f364d4b46bb95e32e16944085990255717,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3a9e5a6b5fbc8454fb5ff5053700cbaa22309e298cc5260fe060e1ad1c55add2,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 77066015.83401792, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 12499191.387158506, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1225126008.1617978,h09,a424b878a8c852a16c051eb99d174138a713e8aefa0183eb70bcf351015596f6,2418a3c913077bec6a94d8325938ff6f5e6fc109afbafe9d20c8a5f5fc15bfb1,2,2,1,1,0,1,1,c4b37a893dc0441d751d6ebb281baa2c29fe8706d8ebf17e7d8fc7e8cc623c2c
E2A_VACCINE_H0,LA-0991,991,8f7c86dbc7e4378172c380dfbbce3c66751438e31006396a12e6716303e4ffe6,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,c7b66d57070341f99d38bd4c6a4ff4308a8cdd55fc3f6af4c530b33d575d7037,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 83260277.51553532, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 13609876.865822107, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1225313318.8770664,h09,6a5af0bf4dbd29b5f701e224cf99e4cb4dbb5b35bb76398a7ab552268dbbd8ab,10baacbb478c771d63c06fb2bcfb9701204ff8cbc4a77ae045c6ae375f651f50,2,2,1,1,0,1,1,3d80c92f7e58af69bca9655a56350da02d77507a133728681320ae23b6ac2a53
E2A_VACCINE_H1,LA-0002,2,ba30741249fd5b686feb55d0712b0c2a3c3c0b651171c2a2e35601989f1cea31,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2aa9bde99edb41b5844192e3a1773ce5b99a2c99a32d17bbab2a3ea1b6494312,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 149223978.31402862, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 18499196.389126413, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1217715138.4542887,h09,9ed78602deef996aadb8b15e9b30be0698671efae8511d8b6fc7aa98dc0d3e40,ea37ea314946c8aed8499287ef90aacd6d90c9ffdb5536073d27a1ffc9040176,2,2,1,1,0,1,1,623c005558e626effefcac685b18758dd01546ac7bff9ac7c36ce7797a530c81
E2A_VACCINE_H1,LA-0020,20,3c0d1d5974307dcb77a0b9e21ab6afb89052e6f263f5080ada8651af93c00448,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,398d8e097514160d85614404978b03a45a1dcbab1fc64dec3e98e2a62f81c9db,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 2151740.3987624943, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 452838.6467423418, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1186267961.96304,h09,76e87a55f3c87e69e87953781d924f1c32d3d2ca810d472188a4997a83d4d8a6,97185b8140940ca3d955f41ba6a679b83cb5382aed9b54b82af981521450e43d,2,2,1,1,0,1,1,9a9ce1e4a10781fccff65462580c470b9211fba4ff11928de9fbfbe8831192a0
E2A_VACCINE_H1,LA-0029,29,3ede3239a767640a2b33456598c460234d288524ff970adee2257294e953bd1e,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,130fe73e9d6da30d0700a4a1798e0e29b66b995c3d11fa6c01e412a6a73a45e1,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 0.0, ""1"": 0.0, ""2"": 27697191.074666195}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 0.0, ""1"": 0.0, ""2"": 12171692.678130534}}","{""Crackers"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Seasonal Influenza Vaccine"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Water"": {""0"": 0, ""1"": 0, ""2"": 1}}",1240292694.1181536,h09,c84e4524a0c88fe5c30e2ce0a2a4f38f0ec486af776b8a748c7b50b55bef242e,5c7fea9dd7a2c22b90e878b51d668fa9805b7b54f02acbc6a9d72c66364051fb,2,2,1,1,0,1,1,ef0509ec5fd2828cf1612666cbad03737fecf40508c09ba0d4b159c31fedf39d
E2A_VACCINE_H1,LA-0048,48,094350cdea0997d0c0c41a1c2a14236c8020c9c96601c54849ba12b930a914a4,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,e4621b9a6cc4bb264a0bf7fb184d75b3e4144a3d59f826593b8b9fd7b507b5fe,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 93286582.51719168, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 27784376.925777834, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1236074330.6642234,h09,27f698a2de597260280b7e2fba5b7f64b267eaaeb869f14ca56d536107803280,b75c09f7625e194496f1b334efec4ecbcb42e43e6da3188d5cc03f208c76e6a6,2,2,1,1,0,1,1,fdd5624d743dd368ec84e0e9de73b7674f004b8eee80ce6e45b5f73732f4caf5
E2A_VACCINE_H1,LA-0062,62,0a8476101aed9a3c938c73fcf4aa585e93a174a4346c5bbb4dd77fc8e931e499,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,cec546798f555c14e193e5ca0cb963ce5372e7bd30e1bc16813ef44084151855,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 73921753.79331498, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 14171235.120877307, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1228827312.249072,h09,d40aee9bde83d3b1d23da8f324ff6553513ca73eeb038ab341d0978422a4fcd3,cee506d01ed7ea8b52f575ce4c079b424178146d97f1a3c566a6a54c6812b64c,2,2,1,1,0,1,1,20f5f06a1c184f439d64ba4ce99bb74ad9e0bd5519893032601e1beb46ffe0b1
E2A_VACCINE_H1,LA-0065,65,d256eadfc4945b86a5b851692b96cf9234577168b1f35668db33d3fc2eb72510,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,99023a17675882c01b928e767202d586171d1185fdea169a8f8283a162dc98ff,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 141832001.1205789, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 17962244.14754356, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1218379459.6228788,h09,f0087d2cfe0d01be1e2ce73c0534e7300bfc99a51a8268786d59ec3f159903f3,a0fa5d66592d8a506270b5d159b24ffc8e90d148e3d0388afc0d9fb27c5f9be5,2,2,1,1,0,1,1,daaf82de1a0a92cb00839ceb0416b06f0c5b54753385ea860e330b5b6d64d0d9
E2A_VACCINE_H1,LA-0080,80,767df1245d20d80741dfd4fbe80031014f35f4df4a9f845ee1a0c50bb9fc1ab8,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3c189e183d9005891b3ede5874f9b0c5abc7f500d742b0f1663a2796aba3f502,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 121135995.24627638, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 14504733.025962869, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1216604114.493364,h09,4e14b360a910e925380a007f03ea095026025f3efa9f255b66a2b91fe3e5aa93,5905fba9020d390589bc006f8435025bae54aed049d357fbf0488a4f90279a83,2,2,1,1,0,1,1,ae651c3a8c6f8b5470f0330378cf5135ff689f6e711b641ecb4e640ecf03fe82
E2A_VACCINE_H1,LA-0116,116,eee7d7cadd2df98a957bcce527a651580363520b9b2911b3872414e22cc8b5f2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,f1c1e1191d5bd5f713798738c8c493b4b10662a69b23e747d871e0756fe46e8e,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 121921099.20285995, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 17166592.3313989, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1221474629.6792777,h09,e6b600aee1c6e21471dc9f834c505a969cdd272d0e9821ad02b2511c51583e6a,3c9052d50962130061841615fddddb9bf09aad80d3a2f471c744adc1a5517974,2,2,1,1,0,1,1,63de261c78d6af9d6c3633e7b992d079643a83005488ce829b930497ddc9cef8
E2A_VACCINE_H1,LA-0201,201,8ecfcdba737c4ffbbf85bddf5eec30ec72a3ee53522bd9225c7d7adbd2912825,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,65d0f3127b4010bed714e9c04588bf2b3be19f743f438372632f85cf3c3b6c86,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 160528035.76539856, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 25216421.076803204, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1224344964.3651104,h09,169e4cdccc633798144c9f6c337db73e30e22451d3117289bbbca93b3acee90b,4d9f774aae94c5b02352dcfc5732f4a24a3a4a46da81601279494f2fa14be0ab,2,2,1,1,0,1,1,a9706ac28216ba205b5e2db5eb5b6913c495a6b7b73176d4ce1635c9651d6767
E2A_VACCINE_H1,LA-0252,252,ebcbb6754023d7b2880c4a4e4a2478d6a78d4c0fd647ff136422e5364d6081e5,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,4460a4fc4b1c2c0b4c16f29f930b5b47cc09a08a0be5ba6e6b99d9a5a9ebdde6,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 202895928.01638657, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 17308021.26246605, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1203460748.8822446,h09,cc1cd7dd2fa24e0c8dc9c56832f7ed9f357bb186546cdfe7c6f5d7b8581e0ea5,ce7e97ce54294698421c4cdb51c0b6caee02b18341433e0643f15e0a5b8c467f,2,2,1,1,0,1,1,db50f9555a604458906efea8b3c2a0e21c8e78561e7dfec327d73fe29d43d8e8
E2A_VACCINE_H1,LA-0256,256,5128bcece17cb3a18b6cd3de9cea9319781eb35b13a59ecbc186a3a22e80cc55,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,cb7229ba33d98ec54f48e5bcb07fcd3a6f7669b5067d6b072f214567257ae8d2,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 154013329.61404163, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 19456946.503895056, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1218303519.779484,h09,54915a509c225551d0376b96df347594a5c6b48872060e65a8dd90f6997befed,c0b7fd0474d5b6dc521995f32ae93e848011515ef1952c7715e96b687885079f,2,2,1,1,0,1,1,5b26d3d6d133c57434b936febddd0cf05914f81263bbacb22cd11837d0ada34f
E2A_VACCINE_H1,LA-0273,273,6e3027e413984f86afddb8861f666c4f7f39e3f7b8fc8923bc2837cef8f6b96c,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6bc4db5bee48309520814ce489334a55d99c491c5d46d500d36a2ca37cd26076,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 4879179.8225497, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 28029084.11250231, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1148391122.304724,h09,d407370da923391b598a227cbe56e2008b02b019e5c95dd19e83cbd62ec8c535,ae81ad6d546d828420700bad2d533740499d865e6624cd418f474a0e14d16818,2,2,1,1,0,1,1,71acba25fd5adef1a51d18e7a77f08fb487ad80623225314ea139aecd2e023be
E2A_VACCINE_H1,LA-0289,289,fa2f1df2a5a81adf302bb6baff73cd4c0130b16333573323ae44149beefce25b,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,a67ecc64215b1ff48b7d4b1f08ee83cca5555285380a448b9fe8c6c0c075db34,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 122505459.94622238, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 14902067.833755491, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1217113987.203449,h09,0a3cf51ea67338843fb180018569d5844fe28b49ad3d46309815d4f4aee03cb1,69add6e2e42bbd4b90078fbe1fe888ccdc907e9d19246a97c7024016779f9dab,2,2,1,1,0,1,1,4897f71b4a64d1c88b6cbcf7bcb0949dca80317db706af75a0323b6f24388219
E2A_VACCINE_H1,LA-0291,291,9c295c9cdc825318f593bdb2682c866fda5557c46098cfc294a300c2218d33e5,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,fe03c33376ce36ba6d3a1dd647873b7d98e17065aac5f678a5c06d241ad24479,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 3495150.943005016, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 22991388.706339866, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1161159235.7410443,h09,4afbeec64c333ee1f7241b0d39f1588efcca418692ddad6b8e5b00c7cc2b77a3,b1299d7f10b8898aaf28644b1e42f70bdadbd63de31741eb2ced04f12113cea4,2,2,1,1,0,1,1,ee88c6c838bc215a935d786a62aa1bc6b6826cf27f49ce5f5fe518e0eec605d0
E2A_VACCINE_H1,LA-0298,298,5ffcb8416097009ab57f63954644fb5c0775284c4e0ff34e8b6a48fa18cf6edd,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6a20741cb02a969ba900627ff11fe522c9cd33bac02aa87ae4f9a9824cefd030,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 157955681.26586393, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 16529292.66601727, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1211907576.4839551,h09,b70b432a254375a1d37410cb4ab81fa438d6bbb954ac35312229c6ac43647aff,8b9bd308859edd56eea718c2391f4b8ed7482846f032093a7a9c4da0c389f6cb,2,2,1,1,0,1,1,b11b725fe38d3caff7b1a87353693cde17c7a0064e296815394a4846a9c44807
E2A_VACCINE_H1,LA-0303,303,c16fbaeb493f56ea949022f93f62f201d42df69eddaf0b529a63d6d3052c8179,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,651ff44a25da094abfe68ee237b4fb1c6cba716dcaaf58415e1d1c07159cb095,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 104713295.42701355, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 17098267.062717788, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1225287708.7270586,h09,f23ed7ac3944b9cc0a01aa4fb2c38f04899036928ad312760f2b1f80bd8570f2,cb18459a8199e6a04e810ce1f8765af3fbbb3859b19775de1a351c510da8e641,2,2,2,2,0,2,2,7e1d8e2d19f4c21b79f3ab15478d36b2b8e58648c26648f4cf1ee1e305451cd5
E2A_VACCINE_H1,LA-0311,311,2ad8e27d064113cd71ac096661d5484eb440cd01ba5469c5108f0c31297668ed,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,fa115f5618a46e0498997ef20b010c1016d76556be4d10f40c608f929db2b5a4,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 56772205.79344516, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 18163989.302148018, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1236978775.4104733,h09,eff8b5bc8fb589413eb1baad465deb04e04b922b2e46a5c8d9d918424517d0c1,8d4b1ecbebf058a70386b9b258043225bc596149c35eff33b86eafc0f7123317,2,2,2,2,0,2,2,df03e7361fe8dc536d08640556bf06be1853ce7debee4508699d5ab05eaf8409
E2A_VACCINE_H1,LA-0338,338,9c3df1e34c5a50110c09d4d4a0e44b42ccb5952f0ae47eaa9372b81ff08f33e1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,1eaf99f966e4f5851fda169746a156e5df3d3c3194d8681d9120c41404d94817,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 72358353.17780104, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 18661950.496857394, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1234047756.9017742,h09,4528f0d011de724781ef25a02d8685d27d57b242dd7d5ca32c872f98f044b0ad,7d7586680f4179aae9bc0a1e8048ab18a72e3144400f55522a77b84634b497c6,2,2,2,2,0,2,2,ff0ccae594774404e74c1828bf552ee4309423235073e7dec7c9f82a7b3ab837
E2A_VACCINE_H1,LA-0361,361,b0d57db8f02142b21b1c200ea874bd8b892e7704696e5db341379a9f846904f0,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,9c0824be78f0fffbbbdcb17d425fdcaa274f3c0f6ae70982399e4a01e562e752,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 78143512.56147286, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 14757027.30604793, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1228519239.0378916,h09,519eab79b804eeea62fa2e935b914b75f9fc00386ef57109f4bb507059e15b99,4fe16024f09e77b464202f701bf986671c4016df61ae3ea51e37792752dace6b,2,2,2,2,0,2,2,55fece4433bca25a99a5380973cf009f415c4c8e71cc797f7a674150d6562239
E2A_VACCINE_H1,LA-0365,365,03571409f530a57950103a16cc3d0f31cfa9635ee41d994996c4ed270bbb4e53,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,23641c8c2270475a4767add85b16a2d2110447a3aad8de608ef633fc437bd923,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 110960636.14153771, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 20517892.12210975, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1228080038.687993,h09,397c30d1030675132e6aa6086118f6f9a505a371e6be679ed176641f91c6034d,53cf062e1d9149bbe555d44dc64d0768c4d509a2df86b5d4ffc16d4fa24cd690,2,2,2,2,0,2,2,1fe746345c8792cb01fea71308bd6a4371f8db6c1095d727fe4c3bf43a089022
