event_id,source_storm_id,storm_name,season_year,storm_start_date,storm_end_date,event_date,two_week_period,storm_lifetime_category,storm_lifetime_severity,historical_category,severity_class,country_impact_start_date,country_impact_end_date,country_impact_date,country_impact_date_status,country_impact_date_basis,country_impact_category,country_impact_category_status,country_impact_category_basis,country_impact_severity,affected_country,affected_country_code,evidence_basis,evidence_ids,no_affected,no_affected_status,total_affected,total_affected_status,event_year_population,population_unit,no_affected_pct_population,total_affected_pct_population,native_demand_basis,native_demand_value,native_demand_unit,demand_cap,source_dataset,source_reference,source_locator,provenance_class,reconstruction_status,transformation_rule,notes
AL071963,AL071963,FLORA,1963,1963-09-28,1963-10-17,1963-09-28,,H4,Very Strong,H4,Very Strong,1963-10-03,1963-10-03,1963-10-03,RESOLVED,EMDAT_SINGLE_DAY,H4,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Very Strong,Jamaica,JAM,EMDAT,EMDAT-1963-0029-JAM,,MISSING,,MISSING,1721099,persons,,,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2026_08_28,row:1083,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL071963,AL071963,FLORA,1963,1963-09-28,1963-10-17,1963-09-28,,H4,Very Strong,H4,Very Strong,1963-10-09,1963-10-09,1963-10-09,RESOLVED,CHN_EXPLICIT_DATE,H2,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Turks and Caicos Islands,TCA,CHN,CHN-MBPV-19631009-050,,MISSING,,MISSING,5647,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:50,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL071963,AL071963,FLORA,1963,1963-09-28,1963-10-17,1963-09-28,,H4,Very Strong,H4,Very Strong,1963-09-30,1963-09-30,1963-09-30,RESOLVED,CHN_DATE_WITHIN_EMDAT_WINDOW,H2,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Trinidad and Tobago,TTO,BOTH,CHN-TTPP-19630930-005|CHN-TTPT-19630930-011|EMDAT-1963-0025-TTO,,MISSING,,MISSING,896804,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CHN+EM_DAT,CHN_CURRENT_TTPP_ALL_ISL|CHN_CURRENT_TTPT_ALL_ISL|EMDAT_PUBLIC_CUSTOM_REQUEST_2026_08_28,TTPP_all_isl.htm:storm_row:5|TTPT_all_isl.htm:storm_row:11|row:1081,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL091963,AL091963,HELENA,1963,1963-10-25,1963-10-30,1963-10-25,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,,,,CONFLICT,MULTIPLE_CHN_DATES,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Antigua and Barbuda,ATG,CHN,CHN-TABA-19631028-040|CHN-TAPA-19631027-042,,MISSING,,MISSING,58138,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL|CHN_CURRENT_TAPA_ALL_ISL,TABA_all_isl.htm:storm_row:40|TAPA_all_isl.htm:storm_row:42,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL091963,AL091963,HELENA,1963,1963-10-25,1963-10-30,1963-10-25,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,1963-10-27,1963-10-27,1963-10-27,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Dominica,DMA,CHN,CHN-TDPD-19631027-045,,MISSING,,MISSING,61739,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TDPD_ALL_ISL,TDPD_all_isl.htm:storm_row:45,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL091963,AL091963,HELENA,1963,1963-10-25,1963-10-30,1963-10-25,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,1963-10-27,1963-10-27,1963-10-27,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Saint Kitts and Nevis,KNA,CHN,CHN-TKNV-19631027-043|CHN-TKPK-19631027-041,,MISSING,,MISSING,53441,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKNV_ALL_ISL|CHN_CURRENT_TKPK_ALL_ISL,TKNV_all_isl.htm:storm_row:43|TKPK_all_isl.htm:storm_row:41,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL091963,AL091963,HELENA,1963,1963-10-25,1963-10-30,1963-10-25,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,1963-10-27,1963-10-27,1963-10-27,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Montserrat,MSR,CHN,CHN-TKMN-19631027-042,,MISSING,,MISSING,11804,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:42,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL101963,AL101963,UNNAMED,1963,1963-06-01,1963-06-04,1963-06-01,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,1963-06-02,1963-06-02,1963-06-02,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Bahamas,BHS,CHN,CHN-MYAB-19630602-064,,MISSING,,MISSING,135087,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYAB_ALL_ISL,MYAB_all_isl.htm:storm_row:64,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL041964,AL041964,BRENDA,1964,1964-08-08,1964-08-10,1964-08-08,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,1964-08-08,1964-08-08,1964-08-08,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Bermuda,BMU,CHN,CHN-TXKF-19640808-038,,MISSING,,MISSING,46410,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TXKF_ALL_ISL,TXKF_all_isl.htm:storm_row:38,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL051964,AL051964,CLEO,1964,1964-08-20,1964-09-11,1964-08-20,,H4,Very Strong,H4,Very Strong,1964-08-27,1964-08-27,1964-08-27,RESOLVED,CHN_EXPLICIT_DATE,H2,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Bahamas,BHS,CHN,CHN-MYBS-19640827-057,,MISSING,,MISSING,141528,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:57,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL051964,AL051964,CLEO,1964,1964-08-20,1964-09-11,1964-08-20,,H4,Very Strong,H4,Very Strong,1964-08-22,1964-08-22,1964-08-22,RESOLVED,CHN_EXPLICIT_DATE,H4,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Very Strong,Dominica,DMA,CHN,CHN-TDPD-19640822-046,,MISSING,,MISSING,62587,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TDPD_ALL_ISL,TDPD_all_isl.htm:storm_row:46,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL051964,AL051964,CLEO,1964,1964-08-20,1964-09-11,1964-08-20,,H4,Very Strong,H4,Very Strong,1964-08-24,1964-08-24,1964-08-24,RESOLVED,CHN_DATE_WITHIN_EMDAT_WINDOW,H4,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Very Strong,Haiti,HTI,BOTH,CHN-MTPP-19640824-029|EMDAT-1964-0047-HTI,80000,OBSERVED,80000,OBSERVED,4146244,persons,1.929457,1.929457,NOT_GENERATED_R6I_SCOPE,,,,CHN+EM_DAT,CHN_CURRENT_MTPP_ALL_ISL|EMDAT_PUBLIC_CUSTOM_REQUEST_2026_08_28,MTPP_all_isl.htm:storm_row:29|row:806,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL051964,AL051964,CLEO,1964,1964-08-20,1964-09-11,1964-08-20,,H4,Very Strong,H4,Very Strong,1964-08-22,1964-08-22,1964-08-22,RESOLVED,CHN_EXPLICIT_DATE,H4,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Very Strong,Montserrat,MSR,CHN,CHN-TKMN-19640822-043,,MISSING,,MISSING,11725,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:43,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL031965,AL031965,BETSY,1965,1965-08-27,1965-09-13,1965-08-27,,H4,Very Strong,H4,Very Strong,1965-08-29,1965-08-29,1965-08-29,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Anguilla,AIA,CHN,CHN-TQPF-19650829-042,,MISSING,,MISSING,6018,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TQPF_ALL_ISL,TQPF_all_isl.htm:storm_row:42,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL031965,AL031965,BETSY,1965,1965-08-27,1965-09-13,1965-08-27,,H4,Very Strong,H4,Very Strong,1965-08-29,1965-08-29,1965-08-29,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Antigua and Barbuda,ATG,CHN,CHN-TABA-19650829-041|CHN-TAPA-19650829-043,,MISSING,,MISSING,59970,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL|CHN_CURRENT_TAPA_ALL_ISL,TABA_all_isl.htm:storm_row:41|TAPA_all_isl.htm:storm_row:43,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL031965,AL031965,BETSY,1965,1965-08-27,1965-09-13,1965-08-27,,H4,Very Strong,H4,Very Strong,,,,CONFLICT,MULTIPLE_CHN_DATES,H3,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Strong,Bahamas,BHS,BOTH,CHN-MYAB-19650907-065|CHN-MYBS-19650908-058|CHN-MYNN-19650907-044|EMDAT-1965-0054-BHS,1200,OBSERVED,1200,OBSERVED,147952,persons,0.811074,0.811074,NOT_GENERATED_R6I_SCOPE,,,,CHN+EM_DAT,CHN_CURRENT_MYAB_ALL_ISL|CHN_CURRENT_MYBS_ALL_ISL|CHN_CURRENT_MYNN_ALL_ISL|EMDAT_PUBLIC_CUSTOM_REQUEST_2026_08_28,MYAB_all_isl.htm:storm_row:65|MYBS_all_isl.htm:storm_row:58|MYNN_all_isl.htm:storm_row:44|row:1523,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL031965,AL031965,BETSY,1965,1965-08-27,1965-09-13,1965-08-27,,H4,Very Strong,H4,Very Strong,1965-08-29,1965-08-29,1965-08-29,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Saint Kitts and Nevis,KNA,CHN,CHN-TKNV-19650829-044|CHN-TKPK-19650829-042,,MISSING,,MISSING,51139,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKNV_ALL_ISL|CHN_CURRENT_TKPK_ALL_ISL,TKNV_all_isl.htm:storm_row:44|TKPK_all_isl.htm:storm_row:42,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL031965,AL031965,BETSY,1965,1965-08-27,1965-09-13,1965-08-27,,H4,Very Strong,H4,Very Strong,1965-08-29,1965-08-29,1965-08-29,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Montserrat,MSR,CHN,CHN-TKMN-19650829-044,,MISSING,,MISSING,11646,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:44,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL031965,AL031965,BETSY,1965,1965-08-27,1965-09-13,1965-08-27,,H4,Very Strong,H4,Very Strong,1965-08-29,1965-08-29,1965-08-29,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,British Virgin Islands,VGB,CHN,CHN-TUAN-19650829-043,,MISSING,,MISSING,8257,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TUAN_ALL_ISL,TUAN_all_isl.htm:storm_row:43,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL061966,AL061966,FAITH,1966,1966-08-21,1966-09-13,1966-08-21,,H3,Strong,H3,Strong,1966-08-26,1966-08-26,1966-08-26,RESOLVED,CHN_EXPLICIT_DATE,H1,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Anguilla,AIA,CHN,CHN-TQPF-19660826-043,,MISSING,,MISSING,6072,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TQPF_ALL_ISL,TQPF_all_isl.htm:storm_row:43,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL061966,AL061966,FAITH,1966,1966-08-21,1966-09-13,1966-08-21,,H3,Strong,H3,Strong,1966-08-26,1966-08-26,1966-08-26,RESOLVED,CHN_EXPLICIT_DATE,H1,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Antigua and Barbuda,ATG,CHN,CHN-TABA-19660826-042|CHN-TAPA-19660826-044,,MISSING,,MISSING,60900,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL|CHN_CURRENT_TAPA_ALL_ISL,TABA_all_isl.htm:storm_row:42|TAPA_all_isl.htm:storm_row:44,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL061966,AL061966,FAITH,1966,1966-08-21,1966-09-13,1966-08-21,,H3,Strong,H3,Strong,1966-08-26,1966-08-26,1966-08-26,RESOLVED,CHN_EXPLICIT_DATE,H1,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,British Virgin Islands,VGB,CHN,CHN-TUAN-19660826-044|CHN-TUPJ-19660826-043|CHN-TUVG-19660826-040,,MISSING,,MISSING,8413,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TUAN_ALL_ISL|CHN_CURRENT_TUPJ_ALL_ISL|CHN_CURRENT_TUVG_ALL_ISL,TUAN_all_isl.htm:storm_row:44|TUPJ_all_isl.htm:storm_row:43|TUVG_all_isl.htm:storm_row:40,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL091966,AL091966,INEZ,1966,1966-09-21,1966-10-11,1966-09-21,,H5,Very Strong,H5,Very Strong,1966-09-26,1966-09-26,,CONFLICT,CHN_EMDAT_DATE_CONFLICT,H5,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Very Strong,Antigua and Barbuda,ATG,BOTH,CHN-TAPA-19660927-045|EMDAT-1966-0072-ATG,,MISSING,,MISSING,60900,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CHN+EM_DAT,CHN_CURRENT_TAPA_ALL_ISL|EMDAT_PUBLIC_CUSTOM_REQUEST_2026_08_28,TAPA_all_isl.htm:storm_row:45|row:730,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL091966,AL091966,INEZ,1966,1966-09-21,1966-10-11,1966-09-21,,H5,Very Strong,H5,Very Strong,1966-10-03,1966-10-03,,CONFLICT,CHN_EMDAT_DATE_CONFLICT,H2,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Bahamas,BHS,BOTH,CHN-MYBS-19661004-059|CHN-MYGF-19661004-062|CHN-MYNN-19661004-045|EMDAT-1966-0078-BHS,,MISSING,3,OBSERVED,154874,persons,,0.001937,NOT_GENERATED_R6I_SCOPE,,,,CHN+EM_DAT,CHN_CURRENT_MYBS_ALL_ISL|CHN_CURRENT_MYGF_ALL_ISL|CHN_CURRENT_MYNN_ALL_ISL|EMDAT_PUBLIC_CUSTOM_REQUEST_2026_08_28,MYBS_all_isl.htm:storm_row:59|MYGF_all_isl.htm:storm_row:62|MYNN_all_isl.htm:storm_row:45|row:821,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL091966,AL091966,INEZ,1966,1966-09-21,1966-10-11,1966-09-21,,H5,Very Strong,H5,Very Strong,1966-09-27,1966-09-27,1966-09-27,RESOLVED,CHN_EXPLICIT_DATE,H5,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Very Strong,Dominica,DMA,CHN,CHN-TDPD-19660927-047,,MISSING,,MISSING,64507,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TDPD_ALL_ISL,TDPD_all_isl.htm:storm_row:47,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL091966,AL091966,INEZ,1966,1966-09-21,1966-10-11,1966-09-21,,H5,Very Strong,H5,Very Strong,1966-09-29,1966-09-29,1966-09-29,RESOLVED,CHN_DATE_WITHIN_EMDAT_WINDOW,H5,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Very Strong,Haiti,HTI,BOTH,CHN-MTPP-19660929-030|EMDAT-1966-0075-HTI,67000,OBSERVED,67881,OBSERVED,4302639,persons,1.557184,1.577660,NOT_GENERATED_R6I_SCOPE,,,,CHN+EM_DAT,CHN_CURRENT_MTPP_ALL_ISL|EMDAT_PUBLIC_CUSTOM_REQUEST_2026_08_28,MTPP_all_isl.htm:storm_row:30|row:1089,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
