event_id,source_storm_id,storm_name,season_year,storm_start_date,storm_end_date,event_date,two_week_period,storm_lifetime_category,storm_lifetime_severity,historical_category,severity_class,country_impact_start_date,country_impact_end_date,country_impact_date,country_impact_date_status,country_impact_date_basis,country_impact_category,country_impact_category_status,country_impact_category_basis,country_impact_severity,affected_country,affected_country_code,evidence_basis,evidence_ids,no_affected,no_affected_status,total_affected,total_affected_status,event_year_population,population_unit,no_affected_pct_population,total_affected_pct_population,native_demand_basis,native_demand_value,native_demand_unit,demand_cap,source_dataset,source_reference,source_locator,provenance_class,reconstruction_status,transformation_rule,notes
AL032023,AL032023,BRET,2023,2023-06-19,2023-06-24,2023-06-19,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,2023-06-22,2023-06-23,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,TS_OR_LOWER,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Mild,Barbados,BRB,EMDAT,EMDAT-2023-0360-BRB,179,OBSERVED,179,OBSERVED,282336,persons,0.063400,0.063400,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:259,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL032023,AL032023,BRET,2023,2023-06-19,2023-06-24,2023-06-19,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,2023-06-22,2023-06-23,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,TS_OR_LOWER,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Mild,Saint Vincent and the Grenadines,VCT,EMDAT,EMDAT-2023-0360-VCT,150,OBSERVED,150,OBSERVED,101323,persons,0.148041,0.148041,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:442,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL022024,AL022024,BERYL,2024,2024-06-28,2024-07-11,2024-06-28,,H5,Very Strong,H5,Very Strong,2024-07-01,2024-07-02,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,H5,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Very Strong,Barbados,BRB,EMDAT,EMDAT-2024-0422-BRB,2500,OBSERVED,2500,OBSERVED,282467,persons,0.885059,0.885059,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:9,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL022024,AL022024,BERYL,2024,2024-06-28,2024-07-11,2024-06-28,,H5,Very Strong,H5,Very Strong,2024-07-09,2024-07-09,2024-07-09,RESOLVED,EMDAT_SINGLE_DAY,TS_OR_LOWER,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Mild,Cayman Islands,CYM,EMDAT,EMDAT-2024-0422-CYM,,MISSING,,MISSING,74458,persons,,,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:3,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL022024,AL022024,BERYL,2024,2024-06-28,2024-07-11,2024-06-28,,H5,Very Strong,H5,Very Strong,2024-07-01,2024-07-04,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,H5,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Very Strong,Grenada,GRD,EMDAT,EMDAT-2024-0422-GRD,12000,OBSERVED,12027,OBSERVED,117208,persons,10.238209,10.261245,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:447,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL022024,AL022024,BERYL,2024,2024-06-28,2024-07-11,2024-06-28,,H5,Very Strong,H5,Very Strong,2024-07-03,2024-07-04,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,H4,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Very Strong,Jamaica,JAM,EMDAT,EMDAT-2024-0422-JAM,618496,OBSERVED,618556,OBSERVED,2839175,persons,21.784356,21.786470,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:7,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL022024,AL022024,BERYL,2024,2024-06-28,2024-07-11,2024-06-28,,H5,Very Strong,H5,Very Strong,2024-07-08,2024-07-08,2024-07-08,RESOLVED,EMDAT_SINGLE_DAY,H1,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Mild,Saint Lucia,LCA,EMDAT,EMDAT-2024-0422-LCA,,MISSING,,MISSING,179744,persons,,,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:4,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL022024,AL022024,BERYL,2024,2024-06-28,2024-07-11,2024-06-28,,H5,Very Strong,H5,Very Strong,2024-07-01,2024-07-04,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,H5,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Very Strong,Saint Vincent and the Grenadines,VCT,EMDAT,EMDAT-2024-0422-VCT,40000,OBSERVED,40028,OBSERVED,100616,persons,39.755109,39.782937,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:174,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL182024,AL182024,RAFAEL,2024,2024-11-03,2024-11-10,2024-11-03,,H3,Strong,H3,Strong,2024-11-06,2024-11-10,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,H3,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Strong,Jamaica,JAM,EMDAT,EMDAT-2024-0822-JAM,,MISSING,,MISSING,2839175,persons,,,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:285,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL192024,AL192024,SARA,2024,2024-11-13,2024-11-18,2024-11-13,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,2024-11-15,2024-11-18,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,TS_OR_LOWER,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Mild,Belize,BLZ,EMDAT,EMDAT-2024-0857-BLZ,162,OBSERVED,162,OBSERVED,417072,persons,0.038842,0.038842,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:286,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL192024,AL192024,SARA,2024,2024-11-13,2024-11-18,2024-11-13,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,2024-11-17,2024-11-18,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,TS_OR_LOWER,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Mild,Haiti,HTI,EMDAT,EMDAT-2024-0857-HTI,,MISSING,,MISSING,11772557,persons,,,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:157,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL092025,AL092025,IMELDA,2025,2025-09-26,2025-10-06,2025-09-26,,H1,Mild,H1,Mild,2025-09-27,2025-10-02,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,H1,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Mild,Bahamas,BHS,EMDAT,EMDAT-2025-0854-BHS,600,OBSERVED,600,OBSERVED,403033,persons,0.148871,0.148871,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:122,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL132025,AL132025,MELISSA,2025,2025-10-21,2025-11-01,2025-10-21,,H5,Very Strong,H5,Very Strong,2025-10-27,2025-10-28,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,H5,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Very Strong,Bahamas,BHS,EMDAT,EMDAT-2025-0917-BHS,2000,OBSERVED,2000,OBSERVED,403033,persons,0.496237,0.496237,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:148,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL132025,AL132025,MELISSA,2025,2025-10-21,2025-11-01,2025-10-21,,H5,Very Strong,H5,Very Strong,2025-10-29,2025-10-31,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,H3,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Strong,Bermuda,BMU,EMDAT,EMDAT-2025-0917-BMU,,MISSING,,MISSING,64554,persons,,,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:149,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL132025,AL132025,MELISSA,2025,2025-10-21,2025-11-01,2025-10-21,,H5,Very Strong,H5,Very Strong,2025-10-26,2025-10-26,2025-10-26,RESOLVED,EMDAT_SINGLE_DAY,H4,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Very Strong,Haiti,HTI,EMDAT,EMDAT-2025-0917-HTI,2300000,OBSERVED,2300021,OBSERVED,11906096,persons,19.317835,19.318012,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:124,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL132025,AL132025,MELISSA,2025,2025-10-21,2025-11-01,2025-10-21,,H5,Very Strong,H5,Very Strong,2025-10-24,2025-10-27,,INTERVAL_ONLY,EMDAT_DATE_WINDOW,H5,RESOLVED,MAX_HURDAT_CATEGORY_WITHIN_EMDAT_IMPACT_WINDOW,Very Strong,Jamaica,JAM,EMDAT,EMDAT-2025-0917-JAM,1900000,OBSERVED,1900340,OBSERVED,2837077,persons,66.970336,66.982320,NOT_GENERATED_R6I_SCOPE,,,,EM_DAT,EMDAT_PUBLIC_CUSTOM_REQUEST_2018_2025_2026_08_28,EM-DAT Data!row:5,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
